label,ux0sommet0,uy0sommet0,ux0sommet1,uy0sommet1,ux0sommet2,uy0sommet2,ux0sommet3,uy0sommet3,ux5sommet0,uy5sommet0,ux5sommet1,uy5sommet1,ux5sommet2,uy5sommet2,ux5sommet3,uy5sommet3,ux9sommet0,uy9sommet0,ux9sommet1,uy9sommet1,ux9sommet2,uy9sommet2,ux9sommet3,uy9sommet3,ux13sommet0,uy13sommet0,ux13sommet1,uy13sommet1,ux13sommet2,uy13sommet2,ux13sommet3,uy13sommet3,ux17sommet0,uy17sommet0,ux17sommet1,uy17sommet1,ux17sommet2,uy17sommet2,ux17sommet3
3,-160.5036361515522,-40.080385863780975,-254.5036361515522,-40.080385863780975,-254.5036361515522,-134.08038586378098,-160.5036361515522,-134.08038586378098,-160.96348332241178,-40.43519073724747,-254.96348332241178,-40.43519073724747,-254.96348332241178,-134.43519073724747,-160.96348332241178,-134.43519073724747,-160.40940302610397,-40.24737352132797,-254.40940302610397,-40.24737352132797,-254.40940302610397,-134.24737352132797,-160.40940302610397,-134.24737352132797,-160.27471899986267,-40.93707916140556,-254.27471899986267,-40.93707916140556,-254.27471899986267,-134.93707916140556,-160.27471899986267,-134.93707916140556,-161.02430104650557,-40.45940685272217,-255.02430104650557,-40.45940685272217,-255.02430104650557,-134.45940685272217,-161.02430104650557,-134.45940685272217
3,-159.46264880895615,-41.12529784440994,-252.46264880895615,-41.12529784440994,-252.46264880895615,-134.12529784440994,-159.46264880895615,-134.12529784440994,-159.9777917470783,-41.4281405210495,-252.9777917470783,-41.4281405210495,-252.9777917470783,-134.4281405210495,-159.9777917470783,-134.4281405210495,-159.4425880908966,-41.2887396812439,-252.4425880908966,-41.2887396812439,-252.4425880908966,-134.2887396812439,-159.4425880908966,-134.2887396812439,-159.31419396400452,-41.955227728933096,-252.31419396400452,-41.955227728933096,-252.31419396400452,-134.9552277289331,-159.31419396400452,-134.9552277289331,-160.0379258506,-41.43596428632736,-253.0379258506,-41.43596428632736,-253.0379258506,-134.43596428632736,-160.0379258506,-134.43596428632736
3,-159.4665201306343,-46.08953869342804,-250.4665201306343,-46.08953869342804,-250.4665201306343,-137.08953869342804,-159.4665201306343,-137.08953869342804,-159.97763894684613,-46.40968608856201,-250.97763894684613,-46.40968608856201,-250.97763894684613,-137.409686088562,-159.97763894684613,-137.409686088562,-159.40701985359192,-46.27062660455704,-250.40701985359192,-46.27062660455704,-250.40701985359192,-137.27062660455704,-159.40701985359192,-137.27062660455704,-159.29948222637177,-46.971090991050005,-250.29948222637177,-46.971090991050005,-250.29948222637177,-137.97109099105,-159.29948222637177,-137.97109099105,-160.04996079206467,-46.437931418418884,-251.04996079206467,-46.437931418418884,-251.04996079206467,-137.43793141841888,-160.04996079206467,-137.43793141841888
3,-164.46462005376816,-36.09986054897308,-259.46462005376816,-36.09986054897308,-259.46462005376816,-131.09986054897308,-164.46462005376816,-131.09986054897308,-164.97385755553842,-36.4089115858078,-259.9738575555384,-36.4089115858078,-259.9738575555384,-131.4089115858078,-164.97385755553842,-131.4089115858078,-164.3906453847885,-36.27169555425644,-259.3906453847885,-36.27169555425644,-259.3906453847885,-131.27169555425644,-164.3906453847885,-131.27169555425644,-164.30511569976807,-36.96679234132171,-259.30511569976807,-36.96679234132171,-259.30511569976807,-131.9667923413217,-164.30511569976807,-131.9667923413217,-165.01758563891053,-36.44453310966492,-260.01758563891053,-36.44453310966492,-260.01758563891053,-131.44453310966492,-165.01758563891053,-131.44453310966492
3,-167.44576162099838,-32.1232134103775,-258.4457616209984,-32.1232134103775,-258.4457616209984,-123.1232134103775,-167.44576162099838,-123.1232134103775,-167.95390796288848,-32.40027177333832,-258.9539079628885,-32.40027177333832,-258.9539079628885,-123.40027177333832,-167.95390796288848,-123.40027177333832,-167.40170019865036,-32.29213970899582,-258.40170019865036,-32.29213970899582,-258.40170019865036,-123.29213970899582,-167.40170019865036,-123.29213970899582,-167.3098670244217,-32.90987017005682,-258.3098670244217,-32.90987017005682,-258.3098670244217,-123.90987017005682,-167.3098670244217,-123.90987017005682,-167.99350138101727,-32.42509210109711,-258.99350138101727,-32.42509210109711,-258.99350138101727,-123.4250921010971,-167.99350138101727,-123.4250921010971
3,-159.39090871810913,-50.12061429023743,-253.39090871810913,-50.12061429023743,-253.39090871810913,-144.12061429023743,-159.39090871810913,-144.12061429023743,-160.01467916276306,-50.334565579891205,-254.01467916276306,-50.334565579891205,-254.01467916276306,-144.3345655798912,-160.01467916276306,-144.3345655798912,-159.32895749807358,-50.28702175617218,-253.32895749807358,-50.28702175617218,-253.32895749807358,-144.28702175617218,-159.32895749807358,-144.28702175617218,-159.34419286251068,-51.0509606488049,-253.34419286251068,-51.0509606488049,-253.34419286251068,-145.0509606488049,-159.34419286251068,-145.0509606488049,-160.05876306444407,-50.40482050180435,-254.05876306444407,-50.40482050180435,-254.05876306444407,-144.40482050180435,-160.05876306444407,-144.40482050180435
3,-164.40112268924713,-48.12029004096985,-253.40112268924713,-48.12029004096985,-253.40112268924713,-137.12029004096985,-164.40112268924713,-137.12029004096985,-164.97328663617373,-48.378809690475464,-253.97328663617373,-48.378809690475464,-253.97328663617373,-137.37880969047546,-164.97328663617373,-137.37880969047546,-164.3998675942421,-48.268233835697174,-253.3998675942421,-48.268233835697174,-253.3998675942421,-137.26823383569717,-164.3998675942421,-137.26823383569717,-164.27071166038513,-48.95320347696543,-253.27071166038513,-48.95320347696543,-253.27071166038513,-137.95320347696543,-164.27071166038513,-137.95320347696543,-165.04722134023905,-48.44101995229721,-254.04722134023905,-48.44101995229721,-254.04722134023905,-137.4410199522972,-165.04722134023905,-137.4410199522972
3,-159.38121110200882,-46.12172359228134,-254.38121110200882,-46.12172359228134,-254.38121110200882,-141.12172359228134,-159.38121110200882,-141.12172359228134,-159.97291765920818,-46.36134850978851,-254.97291765920818,-46.36134850978851,-254.97291765920818,-141.3613485097885,-159.97291765920818,-141.3613485097885,-159.38319939374924,-46.287960946559906,-254.38319939374924,-46.287960946559906,-254.38319939374924,-141.2879609465599,-159.38319939374924,-141.2879609465599,-159.3100973367691,-46.990590972825885,-254.3100973367691,-46.990590972825885,-254.3100973367691,-141.99059097282588,-159.3100973367691,-141.99059097282588,-160.04676878079772,-46.40139693021774,-255.04676878079772,-46.40139693021774,-255.04676878079772,-141.40139693021774,-160.04676878079772,-141.40139693021774
3,-156.40088260173798,-46.102304339408875,-250.40088260173798,-46.102304339408875,-250.40088260173798,-140.10230433940887,-156.40088260173798,-140.10230433940887,-156.98521552514285,-46.36040806770325,-250.98521552514285,-46.36040806770325,-250.98521552514285,-140.36040806770325,-156.98521552514285,-140.36040806770325,-156.3537821173668,-46.30607348680496,-250.3537821173668,-46.30607348680496,-250.3537821173668,-140.30607348680496,-156.3537821173668,-140.30607348680496,-156.35823905467987,-47.020523868501186,-250.35823905467987,-47.020523868501186,-250.35823905467987,-141.0205238685012,-156.35823905467987,-141.0205238685012,-157.0384409725666,-46.426743030548096,-251.0384409725666,-46.426743030548096,-251.0384409725666,-140.4267430305481,-157.0384409725666,-140.4267430305481
3,-161.3801281452179,-47.11267739534378,-253.3801281452179,-47.11267739534378,-253.3801281452179,-139.11267739534378,-161.3801281452179,-139.11267739534378,-161.97137951478362,-47.364872097969055,-253.97137951478362,-47.364872097969055,-253.97137951478362,-139.36487209796906,-161.97137951478362,-139.36487209796906,-161.38335990905762,-47.23646581172943,-253.38335990905762,-47.23646581172943,-253.38335990905762,-139.23646581172943,-161.38335990905762,-139.23646581172943,-161.24306404590607,-47.97912838868797,-253.24306404590607,-47.97912838868797,-253.24306404590607,-139.97912838868797,-161.24306404590607,-139.97912838868797,-162.03087143227458,-47.40852630138397,-254.03087143227458,-47.40852630138397,-254.03087143227458,-139.40852630138397,-162.03087143227458,-139.40852630138397
3,-155.36584585905075,-43.129310607910156,-253.36584585905075,-43.129310607910156,-253.36584585905075,-141.12931060791016,-155.36584585905075,-141.12931060791016,-155.9627603366971,-43.33893209695816,-253.9627603366971,-43.33893209695816,-253.9627603366971,-141.33893209695816,-155.9627603366971,-141.33893209695816,-155.35441994667053,-43.29801619052887,-253.35441994667053,-43.29801619052887,-253.35441994667053,-141.29801619052887,-155.35441994667053,-141.29801619052887,-155.31773710250854,-43.94258187711239,-253.31773710250854,-43.94258187711239,-253.31773710250854,-141.9425818771124,-155.31773710250854,-141.9425818771124,-156.03632328659296,-43.38161075115204,-254.03632328659296,-43.38161075115204,-254.03632328659296,-141.38161075115204,-156.03632328659296,-141.38161075115204
3,-154.370443046093,-38.091936349868774,-255.370443046093,-38.091936349868774,-255.370443046093,-139.09193634986877,-154.370443046093,-139.09193634986877,-154.987584435381,-38.32907283306122,-255.987584435381,-38.32907283306122,-255.987584435381,-139.32907283306122,-154.987584435381,-139.32907283306122,-154.32271242141724,-38.29856979846954,-255.32271242141724,-38.29856979846954,-255.32271242141724,-139.29856979846954,-154.32271242141724,-139.29856979846954,-154.35379326343536,-38.99778299056925,-255.35379326343536,-38.99778299056925,-255.35379326343536,-139.99778299056925,-154.35379326343536,-139.99778299056925,-155.03208388388157,-38.403177320957184,-256.03208388388157,-38.403177320957184,-256.03208388388157,-139.40317732095718,-155.03208388388157,-139.40317732095718
3,-170.41180628538132,-30.052037596702576,-279.4118062853813,-30.052037596702576,-279.4118062853813,-139.05203759670258,-170.41180628538132,-139.05203759670258,-170.98786368686706,-30.369224190711975,-279.98786368686706,-30.369224190711975,-279.98786368686706,-139.36922419071198,-170.98786368686706,-139.36922419071198,-170.37127429246902,-30.272190809249878,-279.371274292469,-30.272190809249878,-279.371274292469,-139.27219080924988,-170.37127429246902,-139.27219080924988,-170.32384622097015,-30.988438454456627,-279.32384622097015,-30.988438454456627,-279.32384622097015,-139.98843845445663,-170.32384622097015,-139.98843845445663,-171.05428604781628,-30.43416476249695,-280.0542860478163,-30.43416476249695,-280.0542860478163,-139.43416476249695,-171.05428604781628,-139.43416476249695
3,-144.3244999051094,-19.978811264038086,-257.3244999051094,-19.978811264038086,-257.3244999051094,-132.9788112640381,-144.3244999051094,-132.9788112640381,-144.9548932388425,-20.28565001487732,-257.9548932388425,-20.28565001487732,-257.9548932388425,-133.28565001487732,-144.9548932388425,-133.28565001487732,-144.30631136894226,-20.23684984445572,-257.30631136894226,-20.23684984445572,-257.30631136894226,-133.23684984445572,-144.30631136894226,-133.23684984445572,-144.25212961435318,-20.85873371362686,-257.2521296143532,-20.85873371362686,-257.2521296143532,-133.85873371362686,-144.25212961435318,-133.85873371362686,-145.0308281891048,-20.383343875408173,-258.0308281891048,-20.383343875408173,-258.0308281891048,-133.38334387540817,-145.0308281891048,-133.38334387540817
3,-144.3068694472313,-20.0138897895813,-258.3068694472313,-20.0138897895813,-258.3068694472313,-134.0138897895813,-144.3068694472313,-134.0138897895813,-144.97878947667778,-20.276706337928772,-258.9787894766778,-20.276706337928772,-258.9787894766778,-134.27670633792877,-144.97878947667778,-134.27670633792877,-144.30930322408676,-20.25861692428589,-258.30930322408676,-20.25861692428589,-258.30930322408676,-134.2586169242859,-144.30930322408676,-134.2586169242859,-144.27833878993988,-20.938019413501024,-258.2783387899399,-20.938019413501024,-258.2783387899399,-134.93801941350102,-144.27833878993988,-134.93801941350102,-145.05037159100175,-20.359061777591705,-259.05037159100175,-20.359061777591705,-259.05037159100175,-134.3590617775917,-145.05037159100175,-134.3590617775917
3,-150.32389813661575,-22.974438071250916,-258.32389813661575,-22.974438071250916,-258.32389813661575,-130.97443807125092,-150.32389813661575,-130.97443807125092,-150.96566838771105,-23.291952073574066,-258.96566838771105,-23.291952073574066,-258.96566838771105,-131.29195207357407,-150.96566838771105,-131.29195207357407,-150.29559069871902,-23.283037185668945,-258.295590698719,-23.283037185668945,-258.295590698719,-131.28303718566895,-150.29559069871902,-131.28303718566895,-150.34923124313354,-23.9546916782856,-258.34923124313354,-23.9546916782856,-258.34923124313354,-131.9546916782856,-150.34923124313354,-131.9546916782856,-151.01801991648972,-23.372985780239105,-259.0180199164897,-23.372985780239105,-259.0180199164897,-131.3729857802391,-151.01801991648972,-131.3729857802391
3,-149.29703253507614,-22.01341062784195,-259.29703253507614,-22.01341062784195,-259.29703253507614,-132.01341062784195,-149.29703253507614,-132.01341062784195,-149.9812038242817,-22.30048829317093,-259.9812038242817,-22.30048829317093,-259.9812038242817,-132.30048829317093,-149.9812038242817,-132.30048829317093,-149.34290009737015,-22.222436785697937,-259.34290009737015,-22.222436785697937,-259.34290009737015,-132.22243678569794,-149.34290009737015,-132.22243678569794,-149.2306870818138,-22.986351765692234,-259.2306870818138,-22.986351765692234,-259.2306870818138,-132.98635176569223,-149.2306870818138,-132.98635176569223,-150.0793329924345,-22.363754391670227,-260.0793329924345,-22.363754391670227,-260.0793329924345,-132.36375439167023,-150.0793329924345,-132.36375439167023
3,-154.3130548596382,-27.00236004590988,-259.3130548596382,-27.00236004590988,-259.3130548596382,-132.00236004590988,-154.3130548596382,-132.00236004590988,-154.98915119469166,-27.27571600675583,-259.98915119469166,-27.27571600675583,-259.98915119469166,-132.27571600675583,-154.98915119469166,-132.27571600675583,-154.28198772668839,-27.27968204021454,-259.2819877266884,-27.27968204021454,-259.2819877266884,-132.27968204021454,-154.28198772668839,-132.27968204021454,-154.35658466815948,-27.966239150613546,-259.3565846681595,-27.966239150613546,-259.3565846681595,-132.96623915061355,-154.35658466815948,-132.96623915061355,-155.02790599316359,-27.37210476398468,-260.0279059931636,-27.37210476398468,-260.0279059931636,-132.37210476398468,-155.02790599316359,-132.37210476398468
3,-150.30705881118774,-24.99457347393036,-261.30705881118774,-24.99457347393036,-261.30705881118774,-135.99457347393036,-150.30705881118774,-135.99457347393036,-150.96534505859017,-25.316847503185272,-261.9653450585902,-25.316847503185272,-261.9653450585902,-136.31684750318527,-150.96534505859017,-136.31684750318527,-150.36479371786118,-25.247849464416504,-261.3647937178612,-25.247849464416504,-261.3647937178612,-136.2478494644165,-150.36479371786118,-136.2478494644165,-150.25755214691162,-25.953595131635666,-261.2575521469116,-25.953595131635666,-261.2575521469116,-136.95359513163567,-150.25755214691162,-136.95359513163567,-151.05479441583157,-25.359492778778076,-262.05479441583157,-25.359492778778076,-262.05479441583157,-136.35949277877808,-151.05479441583157,-136.35949277877808
3,-155.42604088783264,-41.2206711769104,-244.42604088783264,-41.2206711769104,-244.42604088783264,-130.2206711769104,-155.42604088783264,-130.2206711769104,-155.9855559617281,-41.37406414747238,-244.9855559617281,-41.37406414747238,-244.9855559617281,-130.37406414747238,-155.9855559617281,-130.37406414747238,-155.36685264110565,-41.34663766622543,-244.36685264110565,-41.34663766622543,-244.36685264110565,-130.34663766622543,-155.36685264110565,-130.34663766622543,-155.39122831821442,-41.98929773084819,-244.39122831821442,-41.98929773084819,-244.39122831821442,-130.9892977308482,-155.39122831821442,-130.9892977308482,-156.03472732752562,-41.398869812488556,-245.03472732752562,-41.398869812488556,-245.03472732752562,-130.39886981248856,-156.03472732752562,-130.39886981248856
3,-158.40773683786392,-48.149306893348694,-239.40773683786392,-48.149306893348694,-239.40773683786392,-129.1493068933487,-158.40773683786392,-129.1493068933487,-158.95223255455494,-48.409084022045135,-239.95223255455494,-48.409084022045135,-239.95223255455494,-129.40908402204514,-158.95223255455494,-129.40908402204514,-158.43321520090103,-48.304259121418,-239.43321520090103,-48.304259121418,-239.43321520090103,-129.304259121418,-158.43321520090103,-129.304259121418,-158.31399029493332,-48.94670392200351,-239.31399029493332,-48.94670392200351,-239.31399029493332,-129.9467039220035,-158.31399029493332,-129.9467039220035,-159.02534403279424,-48.43811321258545,-240.02534403279424,-48.43811321258545,-240.02534403279424,-129.43811321258545,-159.02534403279424,-129.43811321258545
3,-159.39076054096222,-49.176889538764954,-237.39076054096222,-49.176889538764954,-237.39076054096222,-127.17688953876495,-159.39076054096222,-127.17688953876495,-159.95744843035936,-49.37830305099487,-237.95744843035936,-49.37830305099487,-237.95744843035936,-127.37830305099487,-159.95744843035936,-127.37830305099487,-159.3910877108574,-49.331300258636475,-237.3910877108574,-49.331300258636475,-237.3910877108574,-127.33130025863647,-159.3910877108574,-127.33130025863647,-159.3546073436737,-49.96189645305276,-237.3546073436737,-49.96189645305276,-237.3546073436737,-127.96189645305276,-159.3546073436737,-127.96189645305276,-160.0081348316744,-49.40473014116287,-238.0081348316744,-49.40473014116287,-238.0081348316744,-127.40473014116287,-160.0081348316744,-127.40473014116287
3,-164.41637402772903,-48.153726398944855,-242.41637402772903,-48.153726398944855,-242.41637402772903,-126.15372639894485,-164.41637402772903,-126.15372639894485,-164.953186057508,-48.408887803554535,-242.953186057508,-48.408887803554535,-242.953186057508,-126.40888780355453,-164.953186057508,-126.40888780355453,-164.4163521528244,-48.35481584072113,-242.4163521528244,-48.35481584072113,-242.4163521528244,-126.35481584072113,-164.4163521528244,-126.35481584072113,-164.39653438329697,-48.9365244358778,-242.39653438329697,-48.9365244358778,-242.39653438329697,-126.9365244358778,-164.39653438329697,-126.9365244358778,-165.03415475413203,-48.446461737155914,-243.03415475413203,-48.446461737155914,-243.03415475413203,-126.44646173715591,-165.03415475413203,-126.44646173715591
3,-154.37610226869583,-49.16324472427368,-237.37610226869583,-49.16324472427368,-237.37610226869583,-132.16324472427368,-154.37610226869583,-132.16324472427368,-154.9579493291676,-49.388489842414856,-237.9579493291676,-49.388489842414856,-237.9579493291676,-132.38848984241486,-154.9579493291676,-132.38848984241486,-154.4143464565277,-49.30635070800781,-237.4143464565277,-49.30635070800781,-237.4143464565277,-132.3063507080078,-154.4143464565277,-132.3063507080078,-154.3289561867714,-49.98818603064865,-237.3289561867714,-49.98818603064865,-237.3289561867714,-132.98818603064865,-154.3289561867714,-132.98818603064865,-155.02136380039155,-49.408347725868225,-238.02136380039155,-49.408347725868225,-238.02136380039155,-132.40834772586823,-155.02136380039155,-132.40834772586823
3,-164.37100857496262,-52.221996426582336,-242.37100857496262,-52.221996426582336,-242.37100857496262,-130.22199642658234,-164.37100857496262,-130.22199642658234,-164.95967901870608,-52.368532717227936,-242.95967901870608,-52.368532717227936,-242.95967901870608,-130.36853271722794,-164.95967901870608,-130.36853271722794,-164.38490521907806,-52.384108543395996,-242.38490521907806,-52.384108543395996,-242.38490521907806,-130.384108543396,-164.38490521907806,-130.384108543396,-164.40667414665222,-52.97679328173399,-242.40667414665222,-52.97679328173399,-242.40667414665222,-130.976793281734,-164.40667414665222,-130.976793281734,-165.02521469257772,-52.40040373802185,-243.02521469257772,-52.40040373802185,-243.02521469257772,-130.40040373802185,-165.02521469257772,-130.40040373802185
3,-159.36440604925156,-52.16929483413696,-240.36440604925156,-52.16929483413696,-240.36440604925156,-133.16929483413696,-159.36440604925156,-133.16929483413696,-159.94686183705926,-52.36932724714279,-240.94686183705926,-52.36932724714279,-240.94686183705926,-133.3693272471428,-159.94686183705926,-133.3693272471428,-159.37703442573547,-52.36646115779877,-240.37703442573547,-52.36646115779877,-240.37703442573547,-133.36646115779877,-159.37703442573547,-133.36646115779877,-159.41448765993118,-52.94723416119814,-240.41448765993118,-52.94723416119814,-240.41448765993118,-133.94723416119814,-159.41448765993118,-133.94723416119814,-160.01570610143244,-52.415377259254456,-241.01570610143244,-52.415377259254456,-241.01570610143244,-133.41537725925446,-160.01570610143244,-133.41537725925446
3,-163.3625790476799,-47.22060215473175,-251.3625790476799,-47.22060215473175,-251.3625790476799,-135.22060215473175,-163.3625790476799,-135.22060215473175,-163.96813483908772,-47.38248693943024,-251.96813483908772,-47.38248693943024,-251.96813483908772,-135.38248693943024,-163.96813483908772,-135.38248693943024,-163.40312457084656,-47.342466950416565,-251.40312457084656,-47.342466950416565,-251.40312457084656,-135.34246695041656,-163.40312457084656,-135.34246695041656,-163.35506802797318,-47.99784308671951,-251.35506802797318,-47.99784308671951,-251.35506802797318,-135.9978430867195,-163.35506802797318,-135.9978430867195,-164.03367430716753,-47.425290286540985,-252.03367430716753,-47.425290286540985,-252.03367430716753,-135.42529028654099,-164.03367430716753,-135.42529028654099
3,-167.41096192598343,-36.27437645196915,-238.41096192598343,-36.27437645196915,-238.41096192598343,-107.27437645196915,-167.41096192598343,-107.27437645196915,-167.98302605003119,-36.371046125888824,-238.98302605003119,-36.371046125888824,-238.98302605003119,-107.37104612588882,-167.98302605003119,-107.37104612588882,-167.36743885278702,-36.43211871385574,-238.36743885278702,-36.43211871385574,-238.36743885278702,-107.43211871385574,-167.36743885278702,-107.43211871385574,-167.46467339992523,-36.94846248999238,-238.46467339992523,-36.94846248999238,-238.46467339992523,-107.94846248999238,-167.46467339992523,-107.94846248999238,-167.98912219144404,-36.4228777885437,-238.98912219144404,-36.4228777885437,-238.98912219144404,-107.4228777885437,-167.98912219144404,-107.4228777885437
3,-166.44563072919846,-36.25839865207672,-241.44563072919846,-36.25839865207672,-241.44563072919846,-111.25839865207672,-166.44563072919846,-111.25839865207672,-166.96296994015574,-36.442695796489716,-241.96296994015574,-36.442695796489716,-241.96296994015574,-111.44269579648972,-166.96296994015574,-111.44269579648972,-166.460420191288,-36.4007710814476,-241.460420191288,-36.4007710814476,-241.460420191288,-111.4007710814476,-166.460420191288,-111.4007710814476,-166.4074776172638,-36.95042998343706,-241.4074776172638,-36.95042998343706,-241.4074776172638,-111.95042998343706,-166.4074776172638,-111.95042998343706,-166.996639668243,-36.46416425704956,-241.996639668243,-36.46416425704956,-241.996639668243,-111.46416425704956,-166.996639668243,-111.46416425704956
3,-165.409013569355,-37.29507517814636,-235.409013569355,-37.29507517814636,-235.409013569355,-107.29507517814636,-165.409013569355,-107.29507517814636,-165.9674271903932,-37.391655683517456,-235.9674271903932,-37.391655683517456,-235.9674271903932,-107.39165568351746,-165.9674271903932,-107.39165568351746,-165.40549385547638,-37.429294407367706,-235.40549385547638,-37.429294407367706,-235.40549385547638,-107.4292944073677,-165.40549385547638,-107.4292944073677,-165.44113087654114,-37.931129075586796,-235.44113087654114,-37.931129075586796,-235.44113087654114,-107.9311290755868,-165.44113087654114,-107.9311290755868,-166.00018181771156,-37.41246086359024,-236.00018181771156,-37.41246086359024,-236.00018181771156,-107.41246086359024,-166.00018181771156,-107.41246086359024
3,-163.42488086223602,-36.25999081134796,-237.42488086223602,-36.25999081134796,-237.42488086223602,-110.25999081134796,-163.42488086223602,-110.25999081134796,-163.9677227176726,-36.39543437957764,-237.9677227176726,-36.39543437957764,-237.9677227176726,-110.39543437957764,-163.9677227176726,-110.39543437957764,-163.3879224061966,-36.429829120635986,-237.3879224061966,-36.429829120635986,-237.3879224061966,-110.42982912063599,-163.3879224061966,-110.42982912063599,-163.45347774028778,-36.96610060706735,-237.45347774028778,-36.96610060706735,-237.45347774028778,-110.96610060706735,-163.45347774028778,-110.96610060706735,-163.98507140018046,-36.44158750772476,-237.98507140018046,-36.44158750772476,-237.98507140018046,-110.44158750772476,-163.98507140018046,-110.44158750772476
3,-161.4256893992424,-37.26990842819214,-235.4256893992424,-37.26990842819214,-235.4256893992424,-111.26990842819214,-161.4256893992424,-111.26990842819214,-161.9549469538033,-37.409449219703674,-235.9549469538033,-37.409449219703674,-235.9549469538033,-111.40944921970367,-161.9549469538033,-111.40944921970367,-161.42265743017197,-37.396835684776306,-235.42265743017197,-37.396835684776306,-235.42265743017197,-111.3968356847763,-161.42265743017197,-111.3968356847763,-161.4086766242981,-37.91823251545429,-235.4086766242981,-37.91823251545429,-235.4086766242981,-111.91823251545429,-161.4086766242981,-111.91823251545429,-161.9865073757246,-37.42414480447769,-235.9865073757246,-37.42414480447769,-235.9865073757246,-111.42414480447769,-161.9865073757246,-111.42414480447769
3,-159.42123806476593,-35.25318866968155,-235.42123806476593,-35.25318866968155,-235.42123806476593,-111.25318866968155,-159.42123806476593,-111.25318866968155,-160.00092316715745,-35.38631051778793,-236.00092316715745,-35.38631051778793,-236.00092316715745,-111.38631051778793,-160.00092316715745,-111.38631051778793,-159.39483004808426,-35.42978501319885,-235.39483004808426,-35.42978501319885,-235.39483004808426,-111.42978501319885,-159.39483004808426,-111.42978501319885,-159.4661059975624,-35.97354325093329,-235.4661059975624,-35.97354325093329,-235.4661059975624,-111.97354325093329,-159.4661059975624,-111.97354325093329,-160.03049853257835,-35.414904832839966,-236.03049853257835,-35.414904832839966,-236.03049853257835,-111.41490483283997,-160.03049853257835,-111.41490483283997
3,-162.4066241979599,-37.23248040676117,-233.4066241979599,-37.23248040676117,-233.4066241979599,-108.23248040676117,-162.4066241979599,-108.23248040676117,-162.97515659593046,-37.370463848114014,-233.97515659593046,-37.370463848114014,-233.97515659593046,-108.37046384811401,-162.97515659593046,-108.37046384811401,-162.3649041056633,-37.392790496349335,-233.3649041056633,-37.392790496349335,-233.3649041056633,-108.39279049634933,-162.3649041056633,-108.39279049634933,-162.42216449975967,-37.96239526942372,-233.42216449975967,-37.96239526942372,-233.42216449975967,-108.96239526942372,-162.42216449975967,-108.96239526942372,-162.99259984353557,-37.419398725032806,-233.99259984353557,-37.419398725032806,-233.99259984353557,-108.4193987250328,-162.99259984353557,-108.4193987250328
3,-160.40301948785782,-38.25333482027054,-233.40301948785782,-38.25333482027054,-233.40301948785782,-111.25333482027054,-160.40301948785782,-111.25333482027054,-160.96215123310685,-38.38929772377014,-233.96215123310685,-38.38929772377014,-233.96215123310685,-111.38929772377014,-160.96215123310685,-111.38929772377014,-160.4006108045578,-38.38373178243637,-233.4006108045578,-38.38373178243637,-233.4006108045578,-111.38373178243637,-160.4006108045578,-111.38373178243637,-160.393252491951,-38.92073851078749,-233.393252491951,-38.92073851078749,-233.393252491951,-111.92073851078749,-160.393252491951,-111.92073851078749,-161.0028304741718,-38.39990937709808,-234.0028304741718,-38.39990937709808,-234.0028304741718,-111.39990937709808,-161.0028304741718,-111.39990937709808
3,-168.4467657804489,-56.133798480033875,-257.4467657804489,-56.133798480033875,-257.4467657804489,-145.13379848003387,-168.4467657804489,-145.13379848003387,-168.94915238395333,-56.43007844686508,-257.94915238395333,-56.43007844686508,-257.94915238395333,-145.43007844686508,-168.94915238395333,-145.43007844686508,-168.43721425533295,-56.25213921070099,-257.43721425533295,-56.25213921070099,-257.43721425533295,-145.252139210701,-168.43721425533295,-145.252139210701,-168.27958089113235,-56.88811396807432,-257.27958089113235,-56.88811396807432,-257.27958089113235,-145.88811396807432,-168.27958089113235,-145.88811396807432,-168.95561230927706,-56.45384567975998,-257.95561230927706,-56.45384567975998,-257.95561230927706,-145.45384567975998,-168.95561230927706,-145.45384567975998
3,-171.38517433404922,-49.24410480260849,-260.3851743340492,-49.24410480260849,-260.3851743340492,-138.2441048026085,-171.38517433404922,-138.2441048026085,-171.96431478857994,-49.34912437200546,-260.96431478857994,-49.34912437200546,-260.96431478857994,-138.34912437200546,-171.96431478857994,-138.34912437200546,-171.3473675251007,-49.38461971282959,-260.3473675251007,-49.38461971282959,-260.3473675251007,-138.3846197128296,-171.3473675251007,-138.3846197128296,-171.4231372475624,-49.92106003314257,-260.4231372475624,-49.92106003314257,-260.4231372475624,-138.92106003314257,-171.4231372475624,-138.92106003314257,-171.98735092766583,-49.413829147815704,-260.98735092766583,-49.413829147815704,-260.98735092766583,-138.4138291478157,-171.98735092766583,-138.4138291478157
