label,pos1,pos2,pos3,pos4,pos5,pos6,pos7,pos8,pos9,pos10,pos11,pos12,pos13,pos14,pos15,pos16,pos17,pos18,pos19,pos20
1,0.06732066363199007,0.13765836349865143,0.20073601716967956,0.24976167158997514,0.16927119256493947,0.2562093211875537,0.3011107580198275,0.33236360282486854,0.15004761866913843,0.24883211847794767,0.3005061579068479,0.33639023046716754,0.12824040785185406,0.21790666084265342,0.26963094475875454,0.30591255929323047,0.10727427567860101,0.17908465360974807,0.21690358339539578,0.24816128561732376
1,0.07911068664711379,0.16045899281403841,0.22940559222317217,0.2749124734452823,0.19678654701343187,0.2940108079642752,0.33972716260883284,0.36826251128000864,0.1817330010317751,0.29134970865822435,0.34428937015844024,0.3780123471596185,0.1600155998943426,0.261279890274244,0.3123743874719654,0.34611314369679214,0.1356211378111249,0.21503059065882021,0.25525924701300595,0.288101946437533
1,0.06951424459846564,0.13413717579923998,0.1897195720746058,0.22447430719624736,0.1762758431696389,0.2683770261035245,0.31731463367598806,0.3522910856285593,0.16301907801826399,0.2683120275733786,0.3276017931168386,0.37060823834227336,0.14481341525378863,0.2442721289976803,0.3017053817459539,0.3432743643025872,0.12432514096927086,0.20403992886150982,0.24575281653815753,0.2810285613911919
1,0.060330771322691434,0.13105887565255386,0.19482669954213983,0.23727535069796782,0.18168226829731635,0.27595926100184726,0.3260630842883254,0.36028798942048196,0.16537633350954328,0.2713494137787637,0.3285718991733626,0.36763505651804984,0.14389099002340305,0.24047662292411182,0.2979588933176299,0.3399629657041114,0.12157501525804823,0.19941201742617182,0.24105882860058078,0.2754563028306392
1,0.06641206040802902,0.14108958751063616,0.20502315185014405,0.24569640309835392,0.18365676006514975,0.27467400450128554,0.32119535917635084,0.3521636943163467,0.17138566616980666,0.27698280344884757,0.3357096338296584,0.37540938660343737,0.15391449339485538,0.25138296179115555,0.30922712132386804,0.3487730173701272,0.13372111239042742,0.21497720078899055,0.2565020124754868,0.29040469217186626
1,0.057748704257149654,0.10466600505443016,0.13018397826984668,0.15670364180532229,0.13054720537255887,0.19912696313820497,0.23373308323464834,0.257545179519196,0.11318708041893095,0.1923780316716458,0.23156444775720542,0.25380744031465136,0.09902334128428429,0.1631375733588135,0.20014958784019313,0.23008092802732538,0.09374022435707018,0.12882983642424234,0.1534445441241887,0.17584785060685276
1,0.07859500372525811,0.15454363052951797,0.21529586649528715,0.26386175293909114,0.1813896309175524,0.28858096067587935,0.3463567905867953,0.3869889407435533,0.16144043997248508,0.28271685829028037,0.3463897547798792,0.39292145874582013,0.1408043093306477,0.2502226102516945,0.30994372255808017,0.35144312668656896,0.12231646768316083,0.20777095666865128,0.24967630112872605,0.28345350646709555
1,0.08412667212230868,0.1658846219843352,0.2289206920391282,0.26388247590815733,0.20204043358404472,0.3063656249758817,0.3599782131018856,0.39852063821473604,0.1843914781562158,0.3008593685630678,0.3637944438514006,0.411049303224241,0.16228413526841667,0.27170907502764136,0.33368872854930487,0.3762749294186933,0.14008629436010386,0.22973893778563306,0.27458966723477357,0.30807402679876306
1,0.08708488254879637,0.15987480636384013,0.2197517915316437,0.25665877296761413,0.1918757240459307,0.2964933619720232,0.3510381851137371,0.3923924810969476,0.17163234250659087,0.29086178705224747,0.3546167729808434,0.40297055421454103,0.1492797276979832,0.2575604739837103,0.31904974786342816,0.3636511151709194,0.12938745481404645,0.2135365201064771,0.25948768787395243,0.2968885021043014
1,0.07158690521790075,0.13648006919216,0.18933702492485707,0.22022937421418576,0.17921202104863493,0.27091296312739516,0.32151853835707733,0.35517911584415046,0.15984767159051483,0.26311531298049357,0.32408404822698106,0.3670599650498857,0.1333778486063049,0.23069626239588467,0.29013321737019937,0.32910259675695636,0.10878558324353176,0.18843113760546873,0.2315524066799177,0.26508873936758726
